#SampleID	ERR4674680	ERR4674710	ERR4674740	ERR4674760	ERR4674651	ERR4674671	ERR4674701	ERR4674731	ERR4674751	ERR4674781	ERR4674662	ERR4674692	ERR4674722	ERR4674742	ERR4674772	ERR4674643	ERR4674683	ERR4674713	ERR4674763	ERR4674654	ERR4674674	ERR4674704	ERR4674734	ERR4674754	ERR4674665	ERR4674695	ERR4674725	ERR4674745	ERR4674775	ERR4674646	ERR4674686	ERR4674716	ERR4674766	ERR4674657	ERR4674677	ERR4674707	ERR4674737	ERR4674757	ERR4674648	ERR4674668	ERR4674698	ERR4674728	ERR4674748	ERR4674778	ERR4674659	ERR4674689	ERR4674719	ERR4674769
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Phaeodactylibacter	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	1	1	0	0	0	0	0	1	0	126	0	0	0	0	3	0	2	0	0	3	1	1	0	0	0	0	1	0	0	36	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Portibacter	7	11	0	31	5	2	0	0	1	0	2	12	3	0	0	4	22	9	2	17	0	0	0	3	4	2	0	0	0	0	4	7	0	1	0	0	0	0	2	2	0	1	0	2	0	6	1	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Portibacter;s__Portibacter_lacus	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	5	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae	1	11	0	3	1	0	0	7	1	0	2	8	24	1	1	1	7	27	0	6	0	1	1	2	0	1	19	1	0	1	0	4	0	3	0	18	0	0	21	1	0	0	0	36	13	0	33	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella	5	76	0	16	19	3	0	52	4	2	2	43	497	1	4	6	5	180	1	22	1	44	15	5	8	12	511	2	9	7	3	12	7	9	0	261	0	5	634	6	3	3	8	1218	158	6	793	4
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella;s__Lewinella_agarilytica	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella;s__Lewinella_antarctica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella;s__Lewinella_cohaerens	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella;s__Lewinella_lutea	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella;s__Lewinella_marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella;s__Lewinella_sp._4G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella;s__Lewinella_xylanilytica	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae	245	99	25	134	225	58	2	716	20	67	26	345	127	18	137	178	521	305	64	359	47	10	29	37	43	54	179	5	100	141	172	567	156	88	157	21	32	46	4401	262	115	12	3	2522	123	361	117	58
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Aureispira	2	0	0	0	1	21	1	4	0	8	0	10	0	0	22	36	15	8	1	3	14	0	0	1	0	1	0	0	4	3	2	1	2	0	4	0	0	0	0	3	0	0	0	2	25	1	0	1
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Candidatus_Aquirestis	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Candidatus_Aquirestis;s__Candidatus_Aquirestis_calciphila	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Membranicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Rubidimonas	3	13	2	10	10	0	0	2	0	1	0	35	0	1	1	3	8	30	0	6	1	1	0	2	5	1	0	0	4	0	6	4	0	4	1	2	0	0	0	2	1	0	0	0	0	8	24	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Saprospira	14	2	0	0	2	4	0	27	0	0	0	0	0	0	0	0	1	7	14	0	0	0	1	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	11	3	0	1	0	11	0	1	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Saprospira;s__Saprospira_sp._SS90-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Saprospira;s__Saprospira_sp._SS95-4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Saprospira;s__Saprospira_sp._SS98-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia	0	14	0	0	2	1	0	0	0	0	0	4	1	1	0	0	3	11	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	5	0	1	0	0	0	2	0	0	0	0	0	1	1	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	696	48	114	105	1025	795	2	435	218	100	18	382	11	10	482	493	871	398	242	418	1096	259	90	37	110	1048	2	37	216	852	529	1034	74	258	680	185	10	5	85	716	565	342	40	30	21	657	20	150
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__;g__;s__Sphingobacteriales_bacterium_BR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	1	0	0	0	0	0	1	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	47
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter_rivuli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Balneolaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Balneolaeota;c__Balneolia	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
sk__Bacteria;k__;p__Balneolaeota;c__Balneolia;o__Balneolales	13	1	0	1	0	0	0	3	5	0	0	0	30	0	0	0	5	3	23	4	0	42	20	0	0	27	22	6	28	1	3	7	7	4	8	7	0	0	8	0	0	21	11	3	0	2	21	15
sk__Bacteria;k__;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae	8	0	0	1	0	1	0	2	14	0	12	0	26	0	2	0	1	0	27	2	0	170	16	8	0	11	34	1	13	0	3	38	3	38	1	9	0	0	7	0	0	29	4	9	0	2	13	27
sk__Bacteria;k__;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Balneola	181	2	0	13	0	2	1	64	14	1	0	0	567	0	10	0	71	6	568	30	1	649	429	5	17	339	497	88	240	1	21	71	259	10	122	107	1	2	68	0	0	519	231	74	0	33	247	201
sk__Bacteria;k__;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Gracilimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
sk__Bacteria;k__;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae;g__Gracilimonas;s__Gracilimonas_tropica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
sk__Bacteria;k__;p__Caldiserica;c__Caldisericia;o__Caldisericales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
sk__Bacteria;k__;p__Calditrichaeota	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Calditrichaeota;c__Calditrichae;o__Calditrichales	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
sk__Bacteria;k__;p__Calditrichaeota;c__Calditrichae;o__Calditrichales;f__Calditrichaceae	0	0	0	2	0	0	0	0	2	0	3	0	0	0	0	0	21	1	0	6	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	6	0	0
sk__Bacteria;k__;p__Calditrichaeota;c__Calditrichae;o__Calditrichales;f__Calditrichaceae;g__Caldithrix	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Abawacabacteria	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	1	0	0	0	0	0	0	10	1	0	0	1	0	0	2	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0
sk__Bacteria;k__;p__Candidatus_Adlerbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Adlerbacteria;c__;o__;f__;g__;s__Candidatus_Adlerbacteria_bacterium_GW2011_GWC1_50_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Amesbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Atribacteria	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	10	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0
sk__Bacteria;k__;p__Candidatus_Atribacteria;c__;o__;f__;g__;s__Atribacteria_bacterium_JGI_0000014-F07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sk__Bacteria;k__;p__Candidatus_Azambacteria	0	3	1	1	0	1	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Beckwithbacteria	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Berkelbacteria	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sk__Bacteria;k__;p__Candidatus_Bipolaricaulota	1	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	3	1	0	5	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	8	0	0
sk__Bacteria;k__;p__Candidatus_Buchananbacteria	0	2	0	1	0	0	0	0	0	0	10	1	0	0	0	1	0	3	0	0	2	0	0	0	19	0	0	0	0	0	1	5	0	3	1	0	0	2	0	0	0	0	0	0	0	1	0	0
sk__Bacteria;k__;p__Candidatus_Campbellbacteria	15	113	3	62	42	4	0	0	7	1	85	29	0	2	2	51	36	128	5	4	2	0	0	2	85	34	0	2	3	17	13	62	0	19	10	1	3	1	4	6	6	4	0	0	0	39	10	5
sk__Bacteria;k__;p__Candidatus_Chisholmbacteria	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	46	0	0	0	0	1	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0
sk__Bacteria;k__;p__Candidatus_Cloacimonetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Collierbacteria	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Colwellbacteria	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Dadabacteria	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Doudnabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Falkowbacteria	2	12	2	14	1	2	0	0	2	0	28	7	0	5	1	7	7	20	0	4	1	0	0	0	112	3	0	0	4	7	1	13	0	37	2	1	2	2	1	8	0	4	0	0	0	4	11	1
sk__Bacteria;k__;p__Candidatus_Falkowbacteria;c__;o__;f__;g__;s__Candidatus_Falkowbacteria_bacterium_GW2011_GWA2_41_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Giovannonibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Gracilibacteria	38	393	4	138	42	12	0	2	4	2	11	58	15	2	7	70	15	240	4	10	2	0	0	6	35	5	43	0	24	11	15	30	0	82	20	6	0	0	5	9	3	0	0	1	4	12	96	5
sk__Bacteria;k__;p__Candidatus_Gracilibacteria;c__;o__;f__;g__;s__Gracilibacteria_bacterium_JGI_0000069-P22	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Gracilibacteria;c__;o__;f__;g__;s__Gracilibacteria_bacterium_canine_oral_taxon_323	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Hydrogenedentes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
sk__Bacteria;k__;p__Candidatus_Jorgensenbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Kaiserbacteria	46	148	1	89	94	27	1	11	10	1	90	24	3	4	54	17	94	159	10	30	25	0	1	3	288	36	1	3	23	28	92	115	0	103	24	17	2	2	5	49	3	8	1	2	1	73	40	0
sk__Bacteria;k__;p__Candidatus_Kaiserbacteria;c__;o__;f__;g__;s__Candidatus_Kaiserbacteria_bacterium_RIFOXYB1_FULL_46_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Kerfeldbacteria	0	6	2	5	1	0	0	1	2	0	21	3	0	1	0	2	9	14	1	1	1	0	0	1	84	13	0	0	1	0	0	5	0	10	0	0	2	2	0	3	0	0	0	0	0	3	1	0
sk__Bacteria;k__;p__Candidatus_Kerfeldbacteria;c__;o__;f__;g__;s__Candidatus_Kerfeldbacteria_bacterium_RIFCSPHIGHO2_12_FULL_48_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Komeilibacteria	5	2	0	11	1	0	0	0	5	0	25	1	0	4	1	2	26	7	1	2	0	0	0	0	25	13	0	0	0	3	7	8	0	5	2	0	0	4	0	1	0	1	0	0	0	18	2	0
sk__Bacteria;k__;p__Candidatus_Kuenenbacteria	3	1	0	2	0	0	0	2	2	0	12	1	0	4	0	0	4	4	0	0	1	0	0	0	55	6	0	0	0	1	0	8	0	4	0	1	0	0	0	0	0	0	0	0	0	7	0	0
sk__Bacteria;k__;p__Candidatus_Latescibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Latescibacteria;c__;o__;f__;g__;s__Latescibacteria_bacterium_SCGC_AAA252-D10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Latescibacteria;c__;o__;f__;g__Candidatus_Latescibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sk__Bacteria;k__;p__Candidatus_Levybacteria	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Liptonbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Lloydbacteria	1	5	0	0	0	2	0	0	0	0	8	1	0	1	0	1	1	4	0	6	1	0	0	0	11	5	0	0	0	0	0	1	0	26	1	1	0	0	1	1	0	0	0	0	0	3	0	0
sk__Bacteria;k__;p__Candidatus_Lloydbacteria;c__;o__;f__;g__;s__Candidatus_Lloydbacteria_bacterium_RIFCSPHIGHO2_02_FULL_50_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Magasanikbacteria	7	27	2	20	2	4	0	0	3	0	37	4	0	8	0	8	10	28	1	5	0	0	0	0	82	19	0	1	2	4	1	8	0	24	5	2	0	0	2	2	0	1	0	1	2	3	2	0
sk__Bacteria;k__;p__Candidatus_Magasanikbacteria;c__;o__;f__;g__;s__Candidatus_Magasanikbacteria_bacterium_RIFOXYD12_FULL_33_17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Margulisbacteria	1	0	0	4	6	2	1	0	0	57	0	1	0	0	1	0	2	0	5	0	7	0	0	0	1	3	0	0	0	1	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	3
sk__Bacteria;k__;p__Candidatus_Margulisbacteria;c__Candidatus_Riflemargulisbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sk__Bacteria;k__;p__Candidatus_Marinimicrobia	581	29	0	125	24	10	101	0	0	364	0	12	0	1	191	16	426	7	26	7	5	2	0	9	2	74	0	0	5	5	203	14	30	0	566	0	0	1	0	17	0	0	0	0	0	199	0	359
sk__Bacteria;k__;p__Candidatus_Marinimicrobia;c__;o__;f__;g__;s__Marinimicrobia_bacterium_JGI_0000113-D11	0	0	0	2	0	0	32	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28
sk__Bacteria;k__;p__Candidatus_Melainabacteria;c__;o__Vampirovibrionales	0	7	0	6	1	0	0	0	0	0	1	3	0	0	0	3	0	0	1	1	0	0	0	0	1	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0
sk__Bacteria;k__;p__Candidatus_Moranbacteria	2	9	4	25	3	0	0	0	2	0	47	13	0	9	1	5	2	6	1	1	0	0	0	1	67	3	0	0	8	0	0	15	0	103	1	1	6	1	0	2	0	0	0	0	0	4	4	0
sk__Bacteria;k__;p__Candidatus_Moranbacteria;c__;o__;f__;g__;s__Candidatus_Moranbacteria_bacterium_GW2011_GWE1_49_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Nealsonbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Nomurabacteria	56	29	1	10	5	4	0	1	1	0	133	8	1	2	9	9	127	39	2	31	5	0	0	1	131	15	0	0	3	38	56	39	0	179	36	1	0	0	0	19	0	2	0	0	1	74	5	0
